Knee_Flex_deg,EMG_Quad_RMS_mV,EMG_Ham_RMS_mV,GRF_Vert_Norm_BW,Omega_Shank_deg_s,Hip_Flex_deg
57.30131688473664,0.10614422733489338,0.04517525647933773,0.3402173888566778,138.1623953671184,18.59979391417964
80.43255611459553,0.23866429047428073,0.11296118000188804,0.32107243879359976,237.34511775309784,30.27161646499932
15.173465142571978,0.18835860661662318,0.17585970881651758,1.1781309546773477,-199.62568096600083,28.008046489507954
33.73281274299119,0.15769145136531842,0.14912272841781662,0.32441005980435794,99.89927968559914,-2.305004765311316
16.810116959959984,0.0558842873017604,0.16324661809367547,0.3535346439672203,57.39678651499895,-2.5375265129263047
71.46466339133701,0.05587873967732661,0.13516883967503632,0.9872177411433528,266.2643014306169,3.408718387245667
77.68853189510622,0.03335923079868588,0.14153254725839198,0.584661795185702,324.8696483850084,8.053736317051861
-5.0,0.2192205135282351,0.17134717379741068,1.0097237240417356,-390.27458281809055,10.42277907042413
60.07855355963257,0.15825645270093802,0.05743692168324533,0.08497600483370081,139.21593524703417,23.984860841667263
-5.0,0.18285669289309045,0.10299074309219669,0.6338425517753996,-358.5313607042168,-7.165978391708229
19.16238078129382,0.024734433688034563,0.05202979394572443,0.04369768023826742,39.08693206188474,-8.26636478869668
-5.0,0.24307926599725868,0.19765692151936295,0.08144916449196088,-169.89381676505744,9.595528147195452
22.372835400710354,0.211461807384097,0.18937127454045652,1.1783686893477343,-154.57872038228703,24.858184606899023
3.1786055058249088,0.06883799545600351,0.01749109416001612,0.1810189824528737,-117.63319723811475,-0.32823285217587106
47.77541751932793,0.06181974245763315,0.14405928277798083,0.6921468869577823,97.0339592396881,22.075224062812588
-5.0,0.06218303726628978,0.18579718030897652,0.5344242833809185,-132.76002746498466,2.991406897014974
83.09754393925665,0.08997571588069368,0.044309315574193375,0.4515463241364955,186.15924047222427,34.30430544067582
46.30252468432005,0.14069397927541472,0.11790959380499959,1.1697833493934542,-76.37809154090422,34.78449721333082
-5.0,0.11934735428768663,0.18394277654172797,0.028370415808136352,-345.3174397520331,4.864360214066325
74.72880102769564,0.08698270224554965,0.01644973593130178,0.8629265920282658,227.00787398728585,1.4996876981620257
9.092540000853102,0.16072616578614726,0.1425098507768996,1.2524127644776155,-171.3933403258352,10.565198603311565
18.161903602988694,0.05208358794996962,0.06649631140078464,0.7282186385003946,-53.78649632058989,2.026579259007436
64.41723665878358,0.08719326916310018,0.1856352771215408,1.2178692006430194,148.35510657752127,23.61919216458518
11.2692450416075,0.1042632239575491,0.19450106658141988,0.0679352430718309,-134.0350742810304,31.30323422741428
-5.0,0.12489609636991827,0.18941063293155244,0.5444313147964098,-354.7314750826275,23.654606545560853
25.005885066605387,0.20059047112039313,0.10010070116491811,0.3382051282506665,-100.8631623897491,31.217522362467477
96.89067617644581,0.06592496989642274,0.17378810368796957,0.9500672544749488,355.55886615544273,9.849608110373708
43.59125264160148,0.13827392083513068,0.1704643857216634,1.2756862176464208,113.38751783884652,-2.1841514645569573
62.8168663176741,0.15625535083826977,0.07062908991621857,0.3334890811775222,137.18331893376558,26.89754736987961
28.88203199279948,0.030683594925599477,0.1674939400886287,0.8504269819162968,105.82572291011189,8.023725257077693
