Knee_Flex_deg,EMG_Quad_RMS_mV,EMG_Ham_RMS_mV,GRF_Vert_Norm_BW,Omega_Shank_deg_s,Hip_Flex_deg,Risk_Lesion
57.30131688473664,0.1061442273348933,0.0451752564793377,0.3402173888566778,138.1623953671184,18.59979391417964,0.0
80.43255611459553,0.2386642904742807,0.112961180001888,0.3210724387935997,237.34511775309784,30.27161646499932,0.0
15.173465142571978,0.1883586066166231,0.1758597088165175,1.1781309546773475,-199.62568096600083,28.008046489507954,0.0
33.73281274299119,0.1576914513653184,0.1491227284178166,0.3244100598043579,99.89927968559914,-2.305004765311316,0.0
16.810116959959984,0.0558842873017604,0.1632466180936754,0.3535346439672203,57.39678651499895,-2.5375265129263047,1.0
71.46466339133701,0.0558787396773266,0.1351688396750363,0.9872177411433528,266.2643014306169,3.408718387245667,1.0
77.68853189510622,0.0333592307986858,0.1415325472583919,0.584661795185702,324.8696483850084,8.053736317051861,1.0
-5.0,0.2192205135282351,0.1713471737974106,1.0097237240417356,-390.27458281809055,10.42277907042413,1.0
60.07855355963257,0.158256452700938,0.0574369216832453,0.0849760048337008,139.21593524703417,23.984860841667263,0.0
-5.0,0.1828566928930904,0.1029907430921966,0.6338425517753996,-358.5313607042168,-7.165978391708229,1.0
19.16238078129382,0.0247344336880345,0.0520297939457244,0.0436976802382674,39.08693206188474,-8.26636478869668,1.0
-5.0,0.2430792659972586,0.1976569215193629,0.0814491644919608,-169.89381676505744,9.595528147195452,0.0
22.372835400710358,0.211461807384097,0.1893712745404565,1.1783686893477343,-154.57872038228703,24.858184606899023,0.0
3.1786055058249088,0.0688379954560035,0.0174910941600161,0.1810189824528737,-117.63319723811476,-0.328232852175871,0.0
47.77541751932793,0.0618197424576331,0.1440592827779808,0.6921468869577823,97.0339592396881,22.075224062812588,1.0
-5.0,0.0621830372662897,0.1857971803089765,0.5344242833809185,-132.76002746498466,2.991406897014974,1.0
83.09754393925665,0.0899757158806936,0.0443093155741933,0.4515463241364955,186.15924047222427,34.30430544067582,0.0
46.30252468432005,0.1406939792754147,0.1179095938049995,1.1697833493934542,-76.37809154090422,34.78449721333082,0.0
-5.0,0.1193473542876866,0.1839427765417279,0.0283704158081363,-345.3174397520331,4.864360214066325,1.0
74.72880102769564,0.0869827022455496,0.0164497359313017,0.8629265920282658,227.00787398728585,1.4996876981620255,0.0
9.092540000853102,0.1607261657861472,0.1425098507768996,1.2524127644776155,-171.3933403258352,10.565198603311565,0.0
